,Date,Open,Close,Volume,MACD,RSI,EFFR,UNRATE,USDX,VIX
1,2/19/21,130.240005,129.869995,87668800,-0.84311089,37.24736786,0.07,6.2,90.57,23.1
1,2/20/21,130.240005,129.869995,87668800,-1.029349531,37.24736786,0.07,6.2,90.57,23.1
1,2/21/21,130.240005,129.869995,87668800,-1.163532517,37.24736786,0.07,6.2,90.57,23.1
1,2/22/21,128.009995,126,103916400,-1.433294543,31.92187286,0.07,6.2,90.339996,24.459999
1,2/23/21,123.760002,125.860001,158273000,-1.967343497,24.67968105,0.07,6.2,90.019997,22.82
1,2/24/21,124.940002,125.349998,111039900,-2.269206997,29.46452451,0.07,6.2,90.099998,23.76
1,2/25/21,124.68,120.989998,148199500,-2.50059073,29.02696554,0.07,6.2,90.07,21.73
1,2/26/21,122.589996,121.260002,164560400,-2.820101488,25.72044828,0.07,6.2,90.360001,28.73
1,2/27/21,122.589996,121.260002,164560400,-3.03829252,25.72044828,0.07,6.2,90.360001,28.73
1,2/28/21,122.589996,121.260002,164560400,-3.174615493,25.72044828,0.07,6.2,90.360001,28.73
1,3/1/21,123.75,127.790001,116307900,-3.152707356,31.1566733,0.07,6.1,90.93,25.200001
1,3/2/21,128.410004,125.120003,102260900,-2.727876361,47.71211327,0.07,6.1,91.029999,23.58
1,3/3/21,124.809998,122.059998,112966300,-2.65112462,39.7577977,0.07,6.1,90.790001,22.799999
1,3/4/21,121.75,120.129997,178155000,-2.804881648,34.49377776,0.07,6.1,91.010002,26.52
1,3/5/21,120.980003,121.419998,153766600,-2.954806355,33.29902167,0.07,6.1,91.660004,29.48
1,3/6/21,120.980003,121.419998,153766600,-3.038595725,33.29902167,0.07,6.1,91.660004,29.48
1,3/7/21,120.980003,121.419998,153766600,-3.069614796,33.29902167,0.07,6.1,91.660004,29.48
1,3/8/21,120.93,116.360001,154376600,-3.062924965,33.20573648,0.07,6.1,91.989998,27.610001
1,3/9/21,119.029999,121.089996,129525800,-3.174345548,29.79063632,0.07,6.1,92.459999,25.110001
1,3/10/21,121.690002,119.980003,111943300,-3.013272027,39.21589607,0.07,6.1,92.050003,23.76
1,3/11/21,122.540001,121.959999,103026500,-2.784929354,41.89997677,0.07,6.1,91.790001,22.5
1,3/12/21,120.400002,121.029999,88105100,-2.745003483,37.41987645,0.07,6.1,91.43,22.57
1,3/13/21,120.400002,121.029999,88105100,-2.682440439,37.41987645,0.07,6.1,91.43,22.57
1,3/14/21,120.400002,121.029999,88105100,-2.602854688,37.41987645,0.07,6.1,91.43,22.57
1,3/15/21,121.410004,123.989998,92403800,-2.430269057,41.13034022,0.07,6.1,91.660004,21.84
1,3/16/21,125.699997,125.57,115227900,-1.925135357,53.69017559,0.07,6.1,91.830002,20.139999
1,3/17/21,124.050003,124.760002,111932600,-1.639059924,49.33082992,0.07,6.1,91.860001,20.1
1,3/18/21,122.879997,120.529999,121229700,-1.489581816,46.45071827,0.07,6.1,91.400002,18.950001
1,3/19/21,119.900002,119.989998,185549500,-1.593214446,40.03884954,0.07,6.1,91.830002,21.43
1,3/20/21,119.900002,119.989998,185549500,-1.656251813,40.03884954,0.07,6.1,91.830002,21.43
1,3/21/21,119.900002,119.989998,185549500,-1.686765398,40.03884954,0.07,6.1,91.830002,21.43
1,3/22/21,120.330002,123.389999,111912300,-1.657147661,41.49429971,0.07,6.1,91.739998,21.91
1,3/23/21,123.330002,122.540001,95467100,-1.375741768,50.51848237,0.07,6.1,91.800003,19.459999
1,3/24/21,122.82,120.089996,88530500,-1.180273018,49.13108348,0.07,6.1,92.389999,20.639999
1,3/25/21,119.540001,120.589996,98844700,-1.275329922,41.27927608,0.07,6.1,92.599998,20.799999
1,3/26/21,120.349998,121.209999,94071200,-1.270655885,43.67326564,0.07,6.1,92.809998,19.32
1,3/27/21,120.349998,121.209999,94071200,-1.252513481,43.67326564,0.07,6.1,92.809998,19.32
1,3/28/21,120.349998,121.209999,94071200,-1.22402569,43.67326564,0.07,6.1,92.809998,19.32
1,3/29/21,121.650002,121.389999,80819200,-1.084053161,47.92870637,0.07,6.1,92.720001,20.4
1,3/30/21,120.110001,119.900002,85671900,-1.084883275,43.71537888,0.07,6.1,92.910004,20.76
1,3/31/21,121.650002,122.150002,118323800,-0.950321224,48.58304259,0.07,6.1,93.239998,19.799999
1,4/1/21,123.660004,123,75089100,-0.673723205,54.15586008,0.07,6.1,93.220001,18.6
1,4/2/21,123.660004,123,75089100,-0.449337598,54.15586008,0.07,6.1,93.220001,18.6
1,4/3/21,123.660004,123,75089100,-0.268416252,54.15586008,0.07,6.1,93.220001,18.6
1,4/4/21,123.660004,123,75089100,-0.123609884,54.15586008,0.07,6.1,93.220001,18.6
1,4/5/21,123.870003,125.900002,88651200,0.008003115,54.84363586,0.07,6.1,93.010002,18.16
1,4/6/21,126.5,126.209999,80171300,0.32082784,62.4429913,0.07,6.1,92.57,18.07
1,4/7/21,125.830002,127.900002,83466700,0.508815144,59.68722663,0.07,6.1,92.32,17.99
1,4/8/21,128.949997,130.360001,88844600,0.899188672,66.99249537,0.07,6.1,92.419998,16.92
1,4/9/21,129.800003,133,106686700,1.262596459,68.65882738,0.07,6.1,92.07,17.049999
1,4/10/21,129.800003,133,106686700,1.532929096,68.65882738,0.07,6.1,92.07,17.049999
1,4/11/21,129.800003,133,106686700,1.727258894,68.65882738,0.07,6.1,92.07,17.049999
1,4/12/21,132.520004,131.240005,91420000,2.076807859,73.92075612,0.07,6.1,92.18,17.43
1,4/13/21,132.440002,134.429993,91266500,2.320621756,73.52972697,0.07,6.1,92.080002,16.99
1,4/14/21,134.940002,132.029999,87222800,2.684628408,77.52984381,0.07,6.1,91.830002,16.709999
1,4/15/21,133.820007,134.5,89347100,2.849880418,72.26141093,0.07,6.1,91.629997,16.780001
1,4/16/21,134.300003,134.160004,84922400,2.985164375,73.10492347,0.07,6.1,91.660004,16.65
1,4/17/21,134.300003,134.160004,84922400,3.057137113,73.10492347,0.07,6.1,91.660004,16.65
1,4/18/21,134.300003,134.160004,84922400,3.07868684,73.10492347,0.07,6.1,91.660004,16.65
1,4/19/21,133.509995,134.839996,94264200,2.997465198,68.80393409,0.07,6.1,91.540001,17.040001
1,4/20/21,135.020004,133.110001,94812300,3.02012742,72.17377062,0.07,6.1,91.050003,17.360001
1,4/21/21,132.360001,133.5,68847100,2.791271343,59.89894216,0.07,6.1,91.209999,18.48
1,4/22/21,133.039993,131.940002,84566500,2.634403166,61.69254269,0.07,6.1,91.110001,17.280001
1,4/23/21,132.160004,134.320007,78657500,2.411280506,58.07261889,0.07,6.1,91.290001,18.559999
1,4/24/21,132.160004,134.320007,78657500,2.208990325,58.07261889,0.07,6.1,91.290001,18.559999
1,4/25/21,132.160004,134.320007,78657500,2.025327189,58.07261889,0.07,6.1,91.290001,18.559999
1,4/26/21,134.830002,134.720001,66905100,2.07134221,65.69961459,0.07,6.1,90.830002,17.940001
1,4/27/21,135.009995,134.389999,66015800,2.098147242,66.14669557,0.07,6.1,90.879997,17.620001
1,4/28/21,134.309998,133.580002,107760100,2.039397609,62.72267015,0.07,6.1,90.900002,17.469999
1,4/29/21,136.470001,133.479996,151101000,2.142435627,68.19386932,0.06,6.1,90.550003,16.879999
1,4/30/21,131.779999,131.460007,109839500,1.824616985,50.76989118,0.05,6.1,90.629997,17.67
1,5/1/21,131.779999,131.460007,109839500,1.554820419,50.76989118,0.06,5.8,90.629997,17.67
1,5/2/21,131.779999,131.460007,109839500,1.325722592,50.76989118,0.06,5.8,90.629997,17.67
1,5/3/21,132.039993,132.539993,75135100,1.151862305,51.62566954,0.06,5.8,91.300003,18.65
1,5/4/21,131.190002,127.849998,137564700,0.934714795,48.64829279,0.06,5.8,91,18.16
1,5/5/21,129.199997,128.100006,84000900,0.595186121,42.47240405,0.06,5.8,91.279999,18.84
1,5/6/21,127.889999,129.740005,78128300,0.217889614,38.96557869,0.06,5.8,91.269997,18.41
1,5/7/21,130.850006,130.210007,78973300,0.15592978,49.17676868,0.06,5.8,90.879997,18.450001
1,5/8/21,130.850006,130.210007,78973300,0.105608773,49.17676868,0.06,5.8,90.879997,18.450001
1,5/9/21,130.850006,130.210007,78973300,0.064979964,49.17676868,0.06,5.8,90.879997,18.450001
1,5/10/21,129.410004,126.849998,88071200,-0.082464191,44.63901863,0.06,5.8,90.230003,17.34
1,5/11/21,123.5,125.910004,126142800,-0.668496664,31.70744888,0.06,5.8,90.239998,21.17
1,5/12/21,123.400002,122.769997,112172300,-1.127997767,31.54095447,0.06,5.8,90.190002,22.42
1,5/13/21,124.580002,124.970001,105861300,-1.381020025,35.82338702,0.06,5.8,90.75,26.030001
1,5/14/21,126.25,127.449997,81918000,-1.430299503,41.40945076,0.06,5.8,90.760002,21.77
1,5/15/21,126.25,127.449997,81918000,-1.452609071,41.40945076,0.06,5.8,90.760002,21.77
1,5/16/21,126.25,127.449997,81918000,-1.453534127,41.40945076,0.06,5.8,90.760002,21.77
1,5/17/21,126.82,126.269997,74244600,-1.39222431,43.50571751,0.06,5.8,90.300003,19.889999
1,5/18/21,126.559998,124.849998,63342900,-1.349064649,42.75429323,0.06,5.8,90.18,18.889999
1,5/19/21,123.160004,124.690002,92612000,-1.571100736,34.38956683,0.06,5.8,89.779999,22.459999
1,5/20/21,125.230003,127.309998,76857100,-1.562028226,41.84900057,0.06,5.8,90.209999,22.33
1,5/21/21,127.82,125.43,79295400,-1.330509796,49.57404361,0.06,5.8,89.779999,20.42
1,5/22/21,127.82,125.43,79295400,-1.133958207,49.57404361,0.06,5.8,89.779999,20.42
1,5/23/21,127.82,125.43,79295400,-0.967042197,49.57404361,0.06,5.8,89.779999,20.42
1,5/24/21,126.010002,127.099998,63092900,-0.969634426,44.42311408,0.06,5.8,90.029999,20.5
1,5/25/21,127.82,126.900002,72009500,-0.816228104,50.01612734,0.06,5.8,89.849998,18.35
1,5/26/21,126.959999,126.849998,56575900,-0.75534029,47.56672335,0.06,5.8,89.690002,18.370001
1,5/27/21,126.440002,125.279999,94625600,-0.740509538,46.09675732,0.06,5.8,90.080002,18.030001
1,5/28/21,125.57,124.610001,71311100,-0.789853017,43.66541689,0.05,5.8,90.029999,16.799999
1,5/29/21,125.57,124.610001,71311100,-0.819511263,43.66541689,0.05,5.8,90.029999,16.799999
1,5/30/21,125.57,124.610001,71311100,-0.833408621,43.66541689,0.05,5.8,90.029999,16.799999
1,5/31/21,125.57,124.610001,71311100,-0.834799331,43.66541689,0.05,5.8,90.029999,16.799999
1,6/1/21,125.080002,124.279999,67637100,-0.865463695,41.98773123,0.06,5.9,89.809998,17.24
1,6/2/21,124.279999,125.059998,59278900,-0.943443551,39.33075736,0.06,5.9,89.919998,17.860001
1,6/3/21,124.68,123.540001,76229200,-0.961878474,41.32986468,0.06,5.9,89.93,17.73
1,6/4/21,124.07,125.889999,75169300,-1.014021181,39.20810204,0.06,5.9,90.470001,18.09
1,6/5/21,124.07,125.889999,75169300,-1.043317932,39.20810204,0.06,5.9,90.470001,18.09
1,6/6/21,124.07,125.889999,75169300,-1.054381564,39.20810204,0.06,5.9,90.470001,18.09
1,6/7/21,126.169998,125.900002,71057600,-0.883512699,50.2006752,0.06,5.9,90.129997,17.34
1,6/8/21,126.599998,126.739998,74403800,-0.705270566,52.11022385,0.06,5.9,89.989998,16.58
1,6/9/21,127.209999,127.129997,56877900,-0.508923852,54.76038883,0.06,5.9,90.129997,17.18
1,6/10/21,127.019997,126.110001,71186400,-0.364448109,53.76241042,0.06,5.9,90.139999,18.18
1,6/11/21,126.529999,127.349998,53522400,-0.286189767,51.17234486,0.06,5.9,90.07,16.18
1,6/12/21,126.529999,127.349998,53522400,-0.22161483,51.17234486,0.06,5.9,90.07,16.18
1,6/13/21,126.529999,127.349998,53522400,-0.168496406,51.17234486,0.06,5.9,90.07,16.18
1,6/14/21,127.82,130.479996,96906500,-0.022053157,57.84940814,0.06,5.9,90.510002,16.040001
1,6/15/21,129.940002,129.639999,62746300,0.262049869,66.06286084,0.06,5.9,90.480003,16.27
1,6/16/21,130.369995,130.149994,91815000,0.515952823,67.44835537,0.06,5.9,90.540001,16.99
1,6/17/21,129.800003,131.789993,96721700,0.663530387,63.73392428,0.1,5.9,91.43,18.49
1,6/18/21,130.710007,130.460007,108953300,0.844185146,66.87075911,0.1,5.9,91.879997,16.959999
1,6/19/21,130.710007,130.460007,108953300,0.976103431,66.87075911,0.1,5.9,91.879997,16.959999
1,6/20/21,130.710007,130.460007,108953300,1.068334528,66.87075911,0.1,5.9,91.879997,16.959999
1,6/21/21,130.300003,132.300003,79663300,1.095713734,63.76701426,0.1,5.9,92.32,21.74
1,6/22/21,132.130005,133.979996,74783600,1.250660978,70.37608456,0.1,5.9,91.879997,17.91
1,6/23/21,133.770004,133.699997,60214200,1.488631976,74.81046632,0.1,5.9,91.730003,16.25
1,6/24/21,134.449997,133.410004,68711000,1.712356479,76.38864807,0.1,5.9,91.800003,15.99
1,6/25/21,133.460007,133.110001,70783700,1.789151614,69.55609334,0.1,5.9,91.830002,16.040001
1,6/26/21,133.460007,133.110001,70783700,1.82892955,69.55609334,0.1,5.9,91.830002,16.040001
1,6/27/21,133.460007,133.110001,70783700,1.839252098,69.55609334,0.1,5.9,91.830002,16.040001
1,6/28/21,133.410004,134.779999,62111300,1.822390583,69.16582335,0.1,5.9,91.830002,16.07
1,6/29/21,134.800003,136.330002,64556100,1.899295122,73.60020994,0.1,5.9,91.879997,15.69
1,6/30/21,136.169998,136.960007,63261400,2.047190927,77.09639364,0.08,5.9,92.080002,16.18
1,7/1/21,136.600006,137.270004,52485800,2.174036531,78.07773787,0.1,5.4,92.349998,15.62
1,7/2/21,137.899994,139.960007,78852600,2.35234439,80.7614576,0.1,5.4,92.57,15.53
1,7/3/21,137.899994,139.960007,78852600,2.465236937,80.7614576,0.1,5.4,92.57,15.53
1,7/4/21,137.899994,139.960007,78852600,2.525591645,80.7614576,0.1,5.4,92.57,15.53
1,7/5/21,137.899994,139.960007,78852600,2.544096426,80.7614576,0.1,5.4,92.57,15.53
1,7/6/21,140.070007,142.020004,108181800,2.702708372,84.90930492,0.1,5.4,92.239998,15.77
1,7/7/21,143.539993,144.570007,104911600,3.072984896,88.99516989,0.1,5.4,92.529999,16.43
1,7/8/21,141.580002,143.240005,105575500,3.171715256,76.4105742,0.1,5.4,92.699997,17.74
1,7/9/21,142.75,145.110001,99890800,3.306256372,78.37628186,0.1,5.4,92.360001,17.879999
1,7/10/21,142.75,145.110001,99890800,3.373987944,78.37628186,0.1,5.4,92.360001,17.879999
1,7/11/21,142.75,145.110001,99890800,3.388603985,78.37628186,0.1,5.4,92.360001,17.879999
1,7/12/21,146.210007,144.5,76299700,3.637450684,83.4653877,0.1,5.4,92.099998,16.85
1,7/13/21,144.029999,145.639999,100827100,3.617059845,71.97217299,0.1,5.4,92.230003,16.389999
1,7/14/21,148.100006,149.149994,127050800,3.884536984,78.04937582,0.1,5.4,92.800003,17.34
1,7/15/21,149.240005,148.479996,106820300,4.140770709,79.39691253,0.1,5.4,92.400002,16.700001
1,7/16/21,148.460007,146.389999,93251400,4.232113294,75.96087883,0.1,5.4,92.589996,16.799999
1,7/17/21,148.460007,146.389999,93251400,4.255448786,75.96087883,0.1,5.4,92.589996,16.799999
1,7/18/21,148.460007,146.389999,93251400,4.225236437,75.96087883,0.1,5.4,92.589996,16.799999
1,7/19/21,143.75,142.449997,121434600,3.777687895,57.26891703,0.1,5.4,92.589996,19.610001
1,7/20/21,143.460007,146.149994,96350000,3.360860532,56.34951443,0.1,5.4,92.879997,20.889999
1,7/21/21,145.529999,145.399994,74993500,3.16111355,61.14467484,0.1,5.4,92.970001,19.73
1,7/22/21,145.940002,146.800003,77338200,3.001299332,62.03430294,0.1,5.4,92.800003,17.59
1,7/23/21,147.550003,148.559998,71447400,2.970319049,65.38578025,0.1,5.4,92.809998,16.98
1,7/24/21,147.550003,148.559998,71447400,2.912196958,65.38578025,0.1,5.4,92.809998,16.98
1,7/25/21,147.550003,148.559998,71447400,2.833472278,65.38578025,0.1,5.4,92.809998,16.98
1,7/26/21,148.270004,148.990005,72434100,2.796939092,67.01229502,0.1,5.4,92.910004,18.67
1,7/27/21,149.119995,146.770004,104818600,2.804247826,68.87190521,0.1,5.4,92.629997,18.620001
1,7/28/21,144.809998,144.979996,118931200,2.434199377,52.66102928,0.1,5.4,92.459999,19.41
1,7/29/21,144.690002,145.639999,56699500,2.106962884,52.29198879,0.1,5.4,92.269997,17.91
1,7/30/21,144.380005,145.860001,70440600,1.801840938,51.29196704,0.07,5.4,91.849998,19.690001
1,7/31/21,144.380005,145.860001,70440600,1.542251482,51.29196704,0.07,5.4,91.849998,19.690001
1,8/1/21,144.380005,145.860001,70440600,1.321293915,51.29196704,0.1,5.2,91.849998,19.690001
1,8/2/21,146.360001,145.520004,62880000,1.29106993,57.73919367,0.1,5.2,92.089996,18.16
1,8/3/21,145.809998,147.360001,64786600,1.208802239,55.53999916,0.1,5.2,92.059998,19.17
1,8/4/21,147.270004,146.949997,56368300,1.247039686,59.90566244,0.1,5.2,92.040001,18.23
1,8/5/21,146.979996,147.059998,46397700,1.23965198,58.67323649,0.1,5.2,92.279999,17.73
1,8/6/21,146.350006,146.139999,54126800,1.169481191,55.97905478,0.1,5.2,92.269997,17.459999
1,8/7/21,146.350006,146.139999,54126800,1.101176656,55.97905478,0.1,5.2,92.269997,17.459999
1,8/8/21,146.350006,146.139999,54126800,1.035112685,55.97905478,0.1,5.2,92.269997,17.459999
1,8/9/21,146.199997,146.089996,48908700,0.959590478,55.22490172,0.1,5.2,92.779999,17.120001
1,8/10/21,146.440002,145.600006,69023100,0.908630851,56.24066454,0.1,5.2,92.980003,16.82
1,8/11/21,146.050003,145.860001,48493500,0.827239419,54.09319845,0.1,5.2,93.07,16.809999
1,8/12/21,146.190002,148.889999,72282600,0.765211985,54.76098116,0.1,5.2,92.889999,16.33
1,8/13/21,148.970001,149.100006,59375000,0.929660929,65.49466453,0.1,5.2,92.970001,15.68
1,8/14/21,148.970001,149.100006,59375000,1.047908269,65.49466453,0.1,5.2,92.970001,15.68
1,8/15/21,148.970001,149.100006,59375000,1.128610221,65.49466453,0.1,5.2,92.970001,15.68
1,8/16/21,148.539993,151.119995,103296000,1.144673958,62.62412698,0.1,5.2,92.519997,17.049999
1,8/17/21,150.229996,150.190002,92229700,1.279029845,68.4725841,0.1,5.2,92.620003,17.309999
1,8/18/21,149.800003,146.360001,86326000,1.335417153,65.65749051,0.09,5.2,93.139999,17.559999
1,8/19/21,145.029999,146.699997,86960300,0.983863675,44.03131188,0.09,5.2,93.139999,23.120001
1,8/20/21,147.440002,148.190002,60549600,0.889468869,52.53741125,0.09,5.2,93.559998,22.74
1,8/21/21,147.440002,148.190002,60549600,0.805376426,52.53741125,0.09,5.2,93.559998,22.74
1,8/22/21,147.440002,148.190002,60549600,0.730313955,52.53741125,0.09,5.2,93.559998,22.74
1,8/23/21,148.309998,149.710007,60131800,0.732583051,55.58114334,0.09,5.2,93.459999,18.83
1,8/24/21,149.449997,149.619995,48606400,0.816952399,59.26727127,0.09,5.2,92.989998,16.959999
1,8/25/21,149.809998,148.360001,58991300,0.90246177,60.38527585,0.09,5.2,92.879997,17.42
1,8/26/21,148.350006,147.539993,48597200,0.842705228,53.92140419,0.09,5.2,92.830002,17.459999
1,8/27/21,147.479996,148.600006,55802400,0.716881439,50.45540977,0.08,5.2,93.029999,17.950001
1,8/28/21,147.479996,148.600006,55802400,0.610131958,50.45540977,0.08,5.2,93.029999,17.950001
1,8/29/21,147.479996,148.600006,55802400,0.519543255,50.45540977,0.08,5.2,93.029999,17.950001
1,8/30/21,149,153.119995,90956700,0.563902358,56.54983352,0.08,5.2,92.68,16.77
1,8/31/21,152.660004,151.830002,86453100,0.884196535,67.05765031,0.06,5.2,92.709999,15.98
1,9/1/21,152.830002,152.509995,80313700,1.138624047,67.45138215,0.08,4.8,92.660004,16.059999
1,9/2/21,153.869995,153.649994,71115500,1.407948473,69.82730002,0.08,4.8,92.510002,16.27
1,9/3/21,153.759995,154.300003,57808700,1.594137713,69.25149561,0.08,4.8,92.220001,16.27
1,9/4/21,153.759995,154.300003,57808700,1.721845662,69.25149561,0.08,4.8,92.220001,16.27
1,9/5/21,153.759995,154.300003,57808700,1.802279575,69.25149561,0.08,4.8,92.220001,16.27
1,9/6/21,153.759995,154.300003,57808700,1.844758799,69.25149561,0.08,4.8,92.220001,16.27
1,9/7/21,154.970001,156.690002,82278300,1.953542045,72.59507694,0.08,4.8,92.199997,16.940001
1,9/8/21,156.979996,155.110001,74420200,2.176849978,77.05793038,0.08,4.8,92.540001,18.969999
1,9/9/21,155.490005,154.070007,57305700,2.208139248,68.19260518,0.08,4.8,92.709999,19.440001
1,9/10/21,155,148.970001,140893200,2.168400935,65.52284869,0.08,4.8,92.529999,17.940001
1,9/11/21,155,148.970001,140893200,2.112555808,65.52284869,0.08,4.8,92.529999,17.940001
1,9/12/21,155,148.970001,140893200,2.044727793,65.52284869,0.08,4.8,92.529999,17.940001
1,9/13/21,150.630005,149.550003,102404300,1.619680855,45.62609742,0.08,4.8,92.610001,19.639999
1,9/14/21,150.350006,148.119995,109296300,1.245872868,44.68970664,0.08,4.8,92.620003,19.58
1,9/15/21,148.559998,149.029999,83281300,0.79601272,39.15701399,0.08,4.8,92.68,19.299999
1,9/16/21,148.440002,148.789993,68034100,0.424914487,38.81014079,0.08,4.8,92.459999,18.41
1,9/17/21,148.820007,146.059998,129868800,0.159639468,40.60455035,0.08,4.8,92.879997,18.370001
1,9/18/21,148.820007,146.059998,129868800,-0.050016339,40.60455035,0.08,4.8,92.879997,18.370001
1,9/19/21,148.820007,146.059998,129868800,-0.2137066,40.60455035,0.08,4.8,92.879997,18.370001
1,9/20/21,143.800003,142.940002,123478900,-0.739974712,27.36431914,0.08,4.8,93.25,24.25
1,9/21/21,143.929993,143.429993,75834000,-1.1334907,28.01885012,0.08,4.8,93.239998,23.41
1,9/22/21,144.449997,145.850006,76404300,-1.387401874,30.70877326,0.08,4.8,93.230003,22.719999
1,9/23/21,146.649994,146.830002,64838200,-1.395025946,40.79005664,0.08,4.8,93.480003,19.91
1,9/24/21,145.660004,146.919998,53477900,-1.464075052,38.10350091,0.08,4.8,93.07,19.33
1,9/25/21,145.660004,146.919998,53477900,-1.501488738,38.10350091,0.08,4.8,93.07,19.33
1,9/26/21,145.660004,146.919998,53477900,-1.513690472,38.10350091,0.08,4.8,93.07,19.33
1,9/27/21,145.470001,145.369995,74150700,-1.521157136,37.51127544,0.08,4.8,93.279999,17.780001
1,9/28/21,143.25,141.910004,108972300,-1.686766059,31.37525429,0.08,4.8,93.410004,19.74
1,9/29/21,142.470001,142.830002,74602000,-1.859516377,29.54649499,0.08,4.8,93.720001,22.07
1,9/30/21,143.660004,141.5,89056700,-1.878741984,35.70383395,0.06,4.8,94.349998,21.48
1,10/1/21,141.899994,142.649994,94639600,-2.012794274,31.34112005,0.08,4.5,94.309998,24.780001
1,10/2/21,141.899994,142.649994,94639600,-2.094883171,31.34112005,0.08,4.5,94.309998,24.780001
1,10/3/21,141.899994,142.649994,94639600,-2.135324521,31.34112005,0.08,4.5,94.309998,24.780001
1,10/4/21,141.759995,139.139999,98322000,-2.153843169,30.96521358,0.08,4.5,94.07,22.9
1,10/5/21,139.490005,141.110001,80861100,-2.324888682,25.60304352,0.08,4.5,93.830002,22.92
1,10/6/21,139.470001,142,83221100,-2.434000003,25.56103644,0.08,4.5,93.989998,22.950001
1,10/7/21,143.059998,143.289993,61732700,-2.205366662,43.4825735,0.08,4.5,94.230003,20.540001
1,10/8/21,144.029999,142.899994,58773200,-1.923726595,47.18267883,0.08,4.5,94.209999,19.459999
1,10/9/21,144.029999,142.899994,58773200,-1.681145612,47.18267883,0.08,4.5,94.209999,19.459999
1,10/10/21,144.029999,142.899994,58773200,-1.471930933,47.18267883,0.08,4.5,94.209999,19.459999
1,10/11/21,142.270004,142.809998,64452200,-1.431640617,41.08690996,0.08,4.5,94.099998,19.93
1,10/12/21,143.229996,141.509995,73035900,-1.30717858,45.24247933,0.08,4.5,94.370003,20.620001
1,10/13/21,141.240005,140.910004,78762700,-1.353514686,39.0875219,0.08,4.5,94.519997,20.139999
1,10/14/21,142.110001,143.759995,69907100,-1.304991844,42.7542026,0.08,4.5,94.019997,18.01
1,10/15/21,143.770004,144.839996,67940300,-1.119681779,49.05563496,0.08,4.5,94.029999,16.639999
1,10/16/21,143.770004,144.839996,67940300,-0.961735924,49.05563496,0.08,4.5,94.029999,16.639999
1,10/17/21,143.770004,144.839996,67940300,-0.827029218,49.05563496,0.08,4.5,94.029999,16.639999
1,10/18/21,143.449997,146.550003,85589200,-0.737592566,47.78906592,0.08,4.5,93.949997,17.290001
1,10/19/21,147.009995,148.759995,76378900,-0.375127057,60.12377611,0.08,4.5,93.949997,16.09
1,10/20/21,148.699997,149.259995,58418800,0.047945818,64.42095931,0.08,4.5,93.809998,15.82
1,10/21/21,148.809998,149.479996,61421000,0.387641788,64.68770041,0.08,4.5,93.580002,16.059999
1,10/22/21,149.690002,148.690002,58883400,0.719567533,66.83015602,0.08,4.5,93.75,15.35
1,10/23/21,149.690002,148.690002,58883400,0.971423117,66.83015602,0.08,4.5,93.75,15.35
1,10/24/21,149.690002,148.690002,58883400,1.157675518,66.83015602,0.08,4.5,93.75,15.35
1,10/25/21,148.679993,148.639999,50720600,1.209836363,61.48285644,0.08,4.5,93.660004,16.139999
1,10/26/21,149.330002,149.320007,60893400,1.288768382,63.50659867,0.08,4.5,93.839996,15.02
1,10/27/21,149.360001,148.850006,56094900,1.338315971,63.60164928,0.08,4.5,93.970001,15.79
1,10/28/21,149.820007,152.570007,100077900,1.398579479,65.10262855,0.08,4.5,93.879997,17.059999
1,10/29/21,147.220001,149.800003,124953200,1.222448364,52.04011455,0.07,4.5,93.360001,17.4
1,10/30/21,147.220001,149.800003,124953200,1.070522865,52.04011455,0.07,4.5,93.360001,17.4
1,10/31/21,147.220001,149.800003,124953200,0.939293225,52.04011455,0.07,4.5,93.360001,17.4
1,11/1/21,148.990005,148.960007,74588300,0.966970684,59.02969887,0.08,4.2,94.129997,16.85
1,11/2/21,148.660004,150.020004,69122000,0.951310828,57.35149903,0.08,4.2,93.93,16.540001
1,11/3/21,150.389999,151.490005,54511500,1.06620586,63.25003596,0.08,4.2,94.120003,16.110001
1,11/4/21,151.580002,150.960007,60394600,1.239001855,66.66530492,0.08,4.2,93.860001,15.06
1,11/5/21,151.889999,151.279999,65463900,1.384992759,67.51230036,0.08,4.2,94.339996,15.59
1,11/6/21,151.889999,151.279999,65463900,1.483589704,67.51230036,0.08,4.2,94.339996,15.59
1,11/7/21,151.889999,151.279999,65463900,1.543931017,67.51230036,0.08,4.2,94.339996,15.59
1,11/8/21,151.410004,150.440002,55020900,1.53532212,64.35025476,0.08,4.2,94.25,17.23
1,11/9/21,150.199997,150.809998,56787900,1.414555934,57.09104914,0.08,4.2,94.089996,17.43
1,11/10/21,150.020004,147.919998,65187100,1.28945984,56.07764881,0.08,4.2,93.980003,17.74
1,11/11/21,148.960007,147.869995,41000000,1.092197216,50.40342139,0.08,4.2,94.839996,18.34
1,11/12/21,148.429993,149.990005,63804000,0.882919716,47.79904614,0.08,4.2,95.18,17.49
1,11/13/21,148.429993,149.990005,63804000,0.7088941,47.79904614,0.08,4.2,95.18,17.49
1,11/14/21,148.429993,149.990005,63804000,0.564470678,47.79904614,0.08,4.2,95.18,17.49
1,11/15/21,150.369995,150,59222800,0.599643705,57.77365586,0.08,4.2,95.120003,17.030001
1,11/16/21,149.940002,151,59256200,0.586065937,55.25353465,0.08,4.2,95.470001,16.860001
