Date,Close,Volume,ma7,ma21,26ema,12ema,MACD,momentum,pos,neg,neu,SNP,PFE,JNJ,BMY,VTRS,AMGN,NYSE,NASDAQ,FT6,FT9,ARIMA
9/14/09,31.383589,19285296,30.10496186,30.31397671,30.14447196,30.38008268,0.235610722,30.383589,0,0,1,1049.339966,9.76132679,41.79175186,14.77138424,14.89284801,45.39675522,6879.990234,2091.780029,47.63766918,44.05276212,31.383589
9/15/09,31.20229,16012602,30.44029457,30.3921301,30.22806375,30.50688607,0.278822324,30.20229,0,0,1,1052.630005,9.671823502,41.66014862,14.67902088,14.91239357,44.83706284,6917.069824,2102.639893,47.44991725,43.78743376,31.20229
9/16/09,30.696566,15582712,30.64067629,30.45074519,30.26490382,30.53612808,0.271224266,29.696566,0,0,1,1068.76001,9.797122955,41.68785095,14.81756687,15.48895359,45.76476669,7038.140137,2133.149902,47.26290553,43.52400881,30.696566
9/17/09,30.543894,15921426,30.782443,30.50981471,30.28674227,30.53732493,0.25058266,29.543894,0,0,1,1065.48999,9.737455368,42.08956909,14.73840237,15.35214138,46.40114212,7002.169922,2126.75,47.07664451,43.26252077,30.543894
9/18/09,30.419847,21274086,30.82742671,30.5279899,30.29711768,30.5192246,0.222106921,29.419847,0.169415668,0.010583013,0.820001245,1068.300049,9.850820541,42.09650421,14.85715294,15.7137146,46.61581039,7016.919922,2132.860107,46.8911446,43.00300267,30.419847
9/21/09,30.362595,14210251,30.80834271,30.54980019,30.30220188,30.49509751,0.192895624,29.362595,0,0,1,1064.660034,9.928388596,42.02031326,14.89014149,15.62576294,47.77355576,6968.589844,2138.040039,46.7064161,42.74548701,30.362595
9/22/09,29.895039,14417546,30.64340286,30.49391143,30.27069898,30.40268283,0.131983851,28.895039,0,0,1,1071.660034,10.02385139,42.30428696,14.69221783,15.7625742,46.63881683,7047.129883,2146.300049,46.5224692,42.49000576,29.895039
9/23/09,29.895039,21497834,30.43075286,30.440749,30.24172904,30.32451365,0.082784608,28.895039,0,0,1,1060.869995,9.803088188,42.08956909,14.67242718,15.8407526,46.42414093,6964.689941,2131.419922,46.33931399,42.23659041,29.895039
9/24/09,29.589695,16095079,30.20038214,30.35259924,30.19159841,30.21137874,0.019780333,28.589695,0,0,1,1050.780029,9.809054375,42.05495071,14.79777718,15.7821188,46.60047531,6862.310059,2107.610107,46.15696047,41.98527186,29.589695
9/25/09,29.818703,22122442,30.07497314,30.28762286,30.16300923,30.15092826,-0.012080978,28.818703,0,0,1,1044.380005,9.785188675,41.98568726,14.7911768,15.69416904,46.20945358,6823.509766,2090.919922,45.9754185,41.7360805,29.818703
9/28/09,30.562977,15006941,30.07769929,30.2494549,30.19359465,30.21435484,0.020760192,29.562977,0,0,1,1062.97998,9.886620522,42.43587494,14.96930313,15.7528038,46.34747314,6939.759766,2130.73999,45.79469787,41.48904618,30.562977
9/29/09,30.39122,14767997,30.07360971,30.22809895,30.20867089,30.24157739,0.0329065,29.39122,0,0,1,1060.609985,10.00595093,42.20038223,15.09465694,15.7821188,46.35513306,6926.819824,2124.040039,45.61480823,41.24419816,30.39122
9/30/09,30.181297,21388946,30.04771,30.19174852,30.20658723,30.23229987,0.025712644,29.181297,0,0,1,1057.079956,9.874689102,42.17267609,15.06121159,15.64530945,46.17878723,6910.879883,2122.419922,45.43575915,41.00156517,30.181297
10/1/09,29.751907,17994894,30.02726257,30.16403129,30.17204826,30.15836893,-0.013679327,28.751907,0,0,1,1029.849976,9.731489182,41.42466736,14.78032207,15.23487663,45.23574829,6718.049805,2057.47998,45.25756006,40.76117536,29.751907
10/2/09,30.200382,21461154,30.070883,30.20219924,30.17419652,30.16483428,-0.00936224,29.200382,0,0,1,1025.209961,9.636023521,41.36925507,14.88732719,15.51826954,44.91372299,6674.569824,2048.110107,45.08022029,40.52305629,30.200382
10/5/09,30.314884,18305730,30.17448143,30.27171938,30.18484485,30.1879243,0.003079445,29.314884,0,0,1,1040.459961,9.785188675,41.43160629,14.84720135,15.85052395,44.706707,6795.129883,2068.149902,44.90374908,40.28723495,30.314884
10/6/09,31.020992,21649794,30.346237,30.35396214,30.24802905,30.31611413,0.068085079,30.020992,0,0,1,1054.719971,10.01192093,41.75711441,15.02108765,15.7039423,45.12840652,6899.680176,2103.570068,44.72815552,40.05373774,31.020992
10/7/09,30.715649,12144329,30.36804729,30.40939652,30.28331253,30.37759141,0.094278879,29.715649,0,0,1,1057.579956,9.958218575,42.04800034,14.92745686,16.30982018,44.88306427,6912.649902,2110.330078,44.55344862,39.82259046,30.715649
10/8/09,30.944656,11952545,30.44710957,30.449382,30.33314437,30.46484458,0.131700215,29.944656,0,0,1,1065.47998,9.964187622,42.20730591,14.94083214,16.06551361,45.15140533,6990.669922,2123.929932,44.37963725,39.59381831,30.944656
10/9/09,31.068703,11900354,30.57388186,30.47664486,30.38849767,30.5577571,0.169259432,30.068703,0,0,1,1071.48999,10.09544945,42.76140594,15.02777576,16.40754128,45.55774307,7015.540039,2139.280029,44.20673018,39.36744588,31.068703
10/12/09,31.354961,11445208,30.80288957,30.491185,30.46114168,30.6804164,0.219274724,30.354961,0,0,1,1076.189941,10.20284748,43.30855942,15.18159866,16.27072906,45.62675858,7051.160156,2139.139893,44.03473606,39.14349716,31.354961
10/13/09,30.935116,21154404,30.90785157,30.46982914,30.49672904,30.71960435,0.222875308,29.935116,0,0,1,1073.189941,10.01192093,42.25580215,15.11471653,15.99710751,45.44274902,7031.870117,2139.889893,43.86366342,38.9219955,30.935116
10/14/09,31.393129,38314042,31.06188657,30.47891671,30.56396551,30.82323111,0.259265605,30.393129,0,0,1,1092.02002,10.36394596,41.93718719,15.34210873,16.36845207,46.43946838,7182.379883,2172.22998,43.69352067,38.70296365,31.393129
